T_number	org_code	name	lineage	taxaid	gb_ncbi_seq_id	rs_ncbi_seq_ids
T06844	lapi	Lactobacillus apis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactobacillus	303541	['CP029476']	[]
T06906	lhs	Lactobacillus helsingborgensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactobacillus	1218494	['CP029544', 'CP029545']	[]
T07177	lta	Lactobacillus taiwanensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactobacillus	508451	['CP059276', 'CP059277', 'CP059278']	[]
T07197	luu	Lactobacillus ultunensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactobacillus	227945	['CP059829', 'CP059830']	[]
T07602	lpai	Lactobacillus panisapium	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactobacillus	2012495	['CP048268']	[]
T00407	lca	Lacticaseibacillus paracasei ATCC 334	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	321967	['CP000423', 'CP000424']	[]
T01280	lcz	Lacticaseibacillus paracasei Zhang	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['CP001084', 'CP000935']	[]
T01955	lcs	Lactobacillus paracasei BD-II	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['CP002618', 'CP002619']	[]
T01956	lce	Lactobacillus paracasei LC2W	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['CP002616', 'CP002617']	[]
T02337	lcw	Lacticaseibacillus paracasei W56	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['HE970764', 'HE970765']	[]
T02729	lcl	Lactobacillus paracasei LOCK919	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['CP005486', 'CP005487']	[]
T03050	lpq	Lacticaseibacillus paracasei N1115	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1446494	['CP007122', 'CP007123', 'CP007124', 'CP007125', 'CP007126']	[]
T02808	lpi	Lactobacillus paracasei subsp. paracasei 8700:2	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	537973	['CP002391', 'CP002392', 'CP002393']	[]
T04768	lpap	Lacticaseibacillus paracasei subsp. paracasei	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	47714	['AP012541', 'AP012542', 'AP012543']	[]
T00723	lcb	Lacticaseibacillus paracasei BL23	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1597	['FM177140']	[]
T03665	lcx	Lactobacillus casei 12A	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1051650	['CP006690']	[]
T00987	lrh	Lacticaseibacillus rhamnosus GG	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	568703	['FM179322']	[]
T02100	lrg	Lacticaseibacillus rhamnosus GG	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	568703	['AP011548']	[]
T00990	lrl	Lacticaseibacillus rhamnosus Lc 705	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	568704	['FM179323', 'FM179324']	[]
T01961	lra	Lactobacillus rhamnosus ATCC 8530	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1088720	['CP003094']	[]
T02730	lro	Lactobacillus rhamnosus LOCK900	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1316933	['CP005484']	[]
T02731	lrc	Lactobacillus rhamnosus LOCK908	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	1318634	['CP005485']	[]
T07576	lchi	Lacticaseibacillus chiayiensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	2100821	['CP074378']	[]
T07978	lze	Lacticaseibacillus zeae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lacticaseibacillus	57037	['CP074379']	[]
T00115	lpl	Lactobacillus plantarum WCFS1	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	220668	['AL935263', 'CR377164', 'CR377165', 'CR377166']	[]
T00946	lpj	Lactobacillus plantarum JDM1	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	644042	['CP001617']	[]
T02458	lpt	Lactobacillus plantarum ZJ316	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	1284663	['CP004082', 'CP006247', 'CP006248', 'CP006249']	[]
T01324	lps	Lactobacillus plantarum subsp. plantarum ST-III	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	889932	['CP002223']	[]
T02670	lpr	Lactiplantibacillus plantarum subsp. plantarum P-8	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	767468	['CP005942', 'CP005943', 'CP005944', 'CP005945', 'CP005946', 'CP005947', 'CP005948', 'CP010527']	[]
T02698	lpz	Lactiplantibacillus plantarum 16	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	1327988	['CP006033', 'CP006034', 'CP006035', 'CP006036', 'CP006037', 'CP006038', 'CP006039', 'CP006040', 'CP006041', 'CP006042', 'CP006043']	[]
T03680	lpb	Lactiplantibacillus plantarum B21	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	1590	['CP010528', 'CP025732', 'CP025733']	[]
T04156	lpx	Lactiplantibacillus paraplantarum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	60520	['CP013130']	[]
T05251	lpg	Lactiplantibacillus pentosus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	1589	['CP016491', 'CP016492', 'CP016493', 'CP016494', 'CP016495', 'CP016496']	[]
T07625	larg	Lactiplantibacillus argentoratensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lactiplantibacillus	271881	['CP032751', 'CP032752', 'CP032753', 'CP032754', 'CP032755', 'CP032756']	[]
T00535	lre	Lactobacillus reuteri DSM 20016	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	557436	['CP000705']	[]
T00735	lrf	Lactobacillus reuteri JCM 1112	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	557433	['AP007281']	[]
T01551	lru	Lactobacillus reuteri SD2112	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	491077	['CP002844', 'CP002848', 'CP002845', 'CP002847', 'CP002846']	[]
T02701	lrt	Lactobacillus reuteri I5007	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	1340495	['CP006011', 'CP006012', 'CP006014', 'CP006013', 'CP006015', 'CP006016', 'CP006017']	[]
T02745	lrr	Lactobacillus reuteri TD1	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	1358027	['CP006603']	[]
T00699	lfe	Lactobacillus fermentum IFO 3956	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	334390	['AP008937']	[]
T01958	lfr	Lactobacillus fermentum CECT 5716	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	712938	['CP002033']	[]
T02669	lff	Limosilactobacillus fermentum F-6	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	767453	['CP005958']	[]
T03814	lmu	Limosilactobacillus mucosae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	1130798	['CP011013', 'CP011014']	[]
T04391	lor	Limosilactobacillus oris	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	1632	['CP014787', 'CP014788', 'CP014789']	[]
T06850	lva	Limosilactobacillus vaginalis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	1633	['CP045240']	[]
T06870	lfn	Limosilactobacillus frumenti	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	104955	['CP044534']	[]
T07022	lpon	Limosilactobacillus pontis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	35787	['CP045530']	[]
T07129	lgas	Limosilactobacillus gastricus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	227942	['CP045729', 'CP045730', 'CP045731']	[]
T07939	lpas	Limosilactobacillus panis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Limosilactobacillus	47493	['CP081855', 'CP081856', 'CP081857']	[]
T06235	lng	Liquorilactobacillus nagelii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Liquorilactobacillus	82688	['CP018180', 'CP018181', 'CP018182', 'CP018183']	[]
T06631	lhw	Liquorilactobacillus hordei	Prokaryotes;Bacteria;Firmicutes - Bacilli;Liquorilactobacillus	468911	['CP018176', 'CP018177', 'CP018178', 'CP018179']	[]
T06815	lmal	Liquorilactobacillus mali	Prokaryotes;Bacteria;Firmicutes - Bacilli;Liquorilactobacillus	1618	['CP045035', 'CP045036', 'CP045037']	[]
T01627	lsn	Lactobacillus sanfranciscensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Fructilactobacillus	714313	['CP002461', 'CP002462', 'CP002463']	[]
T04666	lle	Fructilactobacillus lindneri	Prokaryotes;Bacteria;Firmicutes - Bacilli;Fructilactobacillus	53444	['CP014907', 'CP014908', 'CP014909', 'CP014910', 'CP014911']	[]
T06838	lfv	Fructilactobacillus fructivorans	Prokaryotes;Bacteria;Firmicutes - Bacilli;Fructilactobacillus	1614	['CP045562']	[]
T01477	lbh	Lentilactobacillus buchneri NRRL B-30929	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	511437	['CP002652', 'CP002653', 'CP002654', 'CP002655']	[]
T02244	lbn	Lactobacillus buchneri subsp. silagei CD034	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	1071400	['CP003043', 'JN084215', 'JN084214', 'CP003044']	[]
T04617	lpar	Lactobacillus parabuchneri	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	152331	['CP018796', 'CP018797', 'CP018798']	[]
T04707	lcu	Lentilactobacillus curieae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	1138822	['CP018906']	[]
T06710	lkf	Lentilactobacillus kefiri	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	33962	['CP029971', 'CP029972']	[]
T06851	lhil	Lentilactobacillus hilgardii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lentilactobacillus	1588	['CP050262']	[]
T00406	lbr	Lactobacillus brevis ATCC 367	Prokaryotes;Bacteria;Firmicutes - Bacilli;Levilactobacillus	387344	['CP000416', 'CP000417', 'CP000418']	[]
T02528	lbk	Levilactobacillus brevis KB290	Prokaryotes;Bacteria;Firmicutes - Bacilli;Levilactobacillus	1001583	['AP012167', 'AP012168', 'AP012169', 'AP012170', 'AP012171', 'AP012172', 'AP012173', 'AP012174', 'AP012175', 'AP012176']	[]
T03995	lko	Levilactobacillus koreensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Levilactobacillus	637971	['CP012033']	[]
T05206	lzy	Lactobacillus zymae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Levilactobacillus	267363	['LT854705']	[]
T06901	lsua	Levilactobacillus suantsaii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Levilactobacillus	2292255	['CP059603', 'CP059604', 'CP059605', 'CP059606', 'CP059607', 'CP059608']	[]
T06588	lji	Acetilactobacillus jinshanensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Acetilactobacillus	1720083	['CP034726']	[]
T00337	lsl	Lactobacillus salivarius UCC118	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	362948	['CP000233', 'CP000234', 'AF488832', 'AF488831']	[]
T01962	lsi	Lactobacillus salivarius CECT 5713	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	712961	['CP002034', 'CP002035', 'CP002036', 'CP002037']	[]
T03340	lsj	Ligilactobacillus salivarius JCM1046	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	1624	['CP007646', 'CP007647', 'CP007648', 'CP007649', 'CP007650']	[]
T01626	lrm	Lactobacillus ruminis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	1069534	['CP003032']	[]
T05198	lagl	Ligilactobacillus agilis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	1601	['CP016766']	[]
T05349	laca	Lactobacillus acidipiscis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	89059	['LT630287']	[]
T06852	lani	Ligilactobacillus animalis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	1605	['CP039849']	[]
T07549	lmur	Ligilactobacillus murinus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Ligilactobacillus	1622	['CP023565']	[]
T04754	lbt	Loigolactobacillus backii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Loigolactobacillus	375175	['CP014623', 'CP014624', 'CP014626', 'CP014627', 'CP014628', 'CP014629', 'CP014630', 'CP014631', 'CP014632', 'CP014633', 'CP014625']	[]
T05341	lcy	Loigolactobacillus coryniformis subsp. torquens	Prokaryotes;Bacteria;Firmicutes - Bacilli;Loigolactobacillus	1423822	['CP017697', 'CP017698', 'CP017699', 'CP017700', 'CP017701']	[]
T03598	lho	Lactobacillus hokkaidonensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Paucilactobacillus	1291742	['AP014680', 'AP014681', 'AP014682']	[]
T06755	lol	Paucilactobacillus oligofermentans	Prokaryotes;Bacteria;Firmicutes - Bacilli;Paucilactobacillus	1423778	['LN898144', 'LN898145']	[]
T06900	lnn	Paucilactobacillus nenjiangensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Paucilactobacillus	1296540	['CP043939', 'CP043940']	[]
T04112	lku	Lactobacillus kunkeei	Prokaryotes;Bacteria;Firmicutes - Bacilli;Apilactobacillus	148814	['CP012920']	[]
T07159	abom	Apilactobacillus bombintestini	Prokaryotes;Bacteria;Firmicutes - Bacilli;Apilactobacillus	2419772	['CP032626']	[]
T04675	lpd	Secundilactobacillus paracollinoides	Prokaryotes;Bacteria;Firmicutes - Bacilli;Secundilactobacillus	240427	['CP014915', 'CP014916', 'CP014917', 'CP014918', 'CP014919', 'CP014920', 'CP014921', 'CP014922', 'CP014923']	[]
T06836	lmae	Secundilactobacillus malefermentans	Prokaryotes;Bacteria;Firmicutes - Bacilli;Secundilactobacillus	176292	['CP042371', 'CP042372', 'CP042373']	[]
T00409	ppe	Pediococcus pentosaceus ATCC 25745	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	278197	['CP000422']	[]
T02906	ppen	Pediococcus pentosaceus SL4	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	1408206	['CP006854']	[]
T01713	pce	Pediococcus claussenii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	701521	['CP003137', 'CP003138', 'CP003139', 'CP003140', 'CP003141', 'CP003142', 'CP003143', 'CP003144', 'CP003145']	[]
T04321	pdm	Pediococcus damnosus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	51663	['CP012288', 'CP012289', 'CP012290', 'CP012291', 'CP012292', 'CP012293']	[]
T04512	paci	Pediococcus acidilactici	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	1254	['CP015206']	[]
T05337	pio	Pediococcus inopinatus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Pediococcus	114090	['CP019981', 'CP019982', 'CP019983', 'CP019984']	[]
T06823	lros	Furfurilactobacillus rossiae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Furfurilactobacillus	231049	['CP040586', 'CP040580', 'CP040581', 'CP040582', 'CP040583', 'CP040584', 'CP040585']	[]
T03990	lgn	Companilactobacillus ginsenosidimutans	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	1007676	['CP012034']	[]
T04057	lhi	Companilactobacillus heilongjiangensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	1074467	['CP012559']	[]
T04712	lct	Companilactobacillus crustorum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	392416	['CP017996', 'CP017997', 'CP017998']	[]
T05413	lalw	Companilactobacillus allii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	1847728	['CP019323', 'CP019324']	[]
T05458	lali	Companilactobacillus alimentarius	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	1423720	['CP018867', 'CP018868']	[]
T06098	lfm	Companilactobacillus farciminis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	936140	['CP017702']	[]
T06807	lzh	Companilactobacillus zhachilii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	2304606	['CP031933']	[]
T06830	lft	Companilactobacillus futsaii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	938155	['CP040736', 'CP040737', 'CP040738', 'CP040739']	[]
T07234	cpab	Companilactobacillus pabuli	Prokaryotes;Bacteria;Firmicutes - Bacilli;Companilactobacillus	2714036	['CP049366', 'CP049367']	[]
T00299	lsa	Latilactobacillus sakei subsp. sakei	Prokaryotes;Bacteria;Firmicutes - Bacilli;Latilactobacillus	314315	['CR936503']	[]
T04808	lcv	Latilactobacillus curvatus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Latilactobacillus	28038	['CP016028']	[]
T06857	lgm	Latilactobacillus graminis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Latilactobacillus	60519	['CP045007']	[]
T05031	lah	Amylolactobacillus amylophilus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Amylolactobacillus	1423721	['CP018888']	[]
T06522	lbm	Bombilactobacillus bombi	Prokaryotes;Bacteria;Firmicutes - Bacilli;Bombilactobacillus	1303590	['CP031513']	[]
T06855	lhb	Schleiferilactobacillus harbinensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Schleiferilactobacillus	304207	['CP045143']	[]
T06302	ldx	Lapidilactobacillus dextrinicus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Lapidilactobacillus	51664	['CP044499']	[]
T00408	ooe	Oenococcus oeni	Prokaryotes;Bacteria;Firmicutes - Bacilli;Oenococcus	203123	['CP000411']	[]
T05781	oen	Oenococcus sp. UCMA 16435	Prokaryotes;Bacteria;Firmicutes - Bacilli;Oenococcus	2259623	['CP030868', 'CP030869']	[]
T05833	osi	Oenococcus sicerae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Oenococcus	2203724	['CP029684']	[]
T00411	lme	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	203120	['CP000414', 'CP000415']	[]
T01768	lmm	Leuconostoc mesenteroides subsp. mesenteroides J18	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	1107880	['CP003101', 'CP003102', 'CP003103', 'CP003104', 'CP003105']	[]
T02997	lmk	Leuconostoc mesenteroides KFRI-MG	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	427140	['CP000574']	[]
T00663	lci	Leuconostoc citreum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	349519	['DQ489736', 'DQ489740', 'DQ489737', 'DQ489738', 'DQ489739']	[]
T01233	lki	Leuconostoc kimchii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	762051	['CP001758', 'CP001753', 'CP001754', 'CP001755', 'CP001756', 'CP001757']	[]
T01567	lec	Leuconostoc sp. C2	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	979982	['CP002898']	[]
T02321	lcn	Leuconostoc carnosum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	1229758	['CP003851', 'CP003852', 'CP003853', 'CP003854', 'CP003855']	[]
T01267	lgs	Leuconostoc gelidum subsp. gasicomitatum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	762550	['FN822744']	[]
T02322	lge	Leuconostoc gelidum JB7	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	1229756	['CP003839']	[]
T04460	llf	Leuconostoc lactis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	1246	['CP016598', 'CP016599', 'CP016600', 'CP016601']	[]
T04802	lgc	Leuconostoc garlicum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	255248	['CP016329', 'CP016330', 'CP016331']	[]
T05489	lsu	Leuconostoc mesenteroides subsp. suionicum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	1511761	['CP015247', 'CP015248']	[]
T06327	lpse	Leuconostoc pseudomesenteroides	Prokaryotes;Bacteria;Firmicutes - Bacilli;Leuconostoc	33968	['CP042383', 'CP042384', 'CP042385', 'CP042386']	[]
T01577	wko	Weissella koreensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1045854	['CP002899', 'CP002900']	[]
T03228	wce	Weissella ceti WS08	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	759620	['CP007588']	[]
T03280	wct	Weissella ceti WS74	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	759620	['CP009223']	[]
T03295	wci	Weissella ceti WS105	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	759620	['CP009224']	[]
T04106	wcb	Weissella cibaria	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	137591	['CP012873', 'CP012874', 'CP012875', 'CP012876', 'CP012877', 'CP012878', 'CP012880']	[]
T04632	wjo	Weissella jogaejeotgali	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1631871	['CP014332', 'CP014333']	[]
T05120	wpa	Weissella paramesenteroides	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1249	['CP023501']	[]
T05951	wcf	Weissella confusa	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1583	['CP027563', 'CP027564']	[]
T06066	wso	Weissella soli	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	155866	['CP017326']	[]
T06311	whe	Weissella hellenica	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	46256	['CP033608', 'CP033609', 'CP033610']	[]
T06876	wdi	Weissella diestrammenae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1162633	['CP060724']	[]
T06991	wvr	Weissella viridescens	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	1629	['CP061835']	[]
T07450	wco	Weissella coleopterorum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Weissella	2714949	['CP049888']	[]
T06454	wei	Periweissella cryptocerci	Prokaryotes;Bacteria;Firmicutes - Bacilli;Periweissella	2506420	['CP037940']	[]
T00123	efa	Enterococcus faecalis V583	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	226185	['AE016830', 'AE016833', 'AE016831', 'AE016832']	['NC_004668', 'NC_004669', 'NC_004671', 'NC_004670']
T01881	efl	Enterococcus faecalis 62	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	936153	['CP002491', 'CP002492', 'CP002493', 'CP002494']	[]
T01882	efi	Enterococcus faecalis OG1RF	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	474186	['CP002621']	[]
T02172	efd	Enterococcus faecalis D32	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1206105	['CP003726', 'CP003727', 'CP003728']	[]
T02399	efs	Enterococcus faecalis Symbioflor 1	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1261557	['HF558530']	[]
T03043	efn	Enterococcus faecalis DENG1	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1287066	['CP004081']	[]
T03320	efq	Enterococcus faecalis ATCC 29212	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1201292	['CP008816', 'CP008815', 'CP008814']	[]
T02585	ene	Enterococcus faecalis 7L76	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1351	['FP929058']	[]
T01772	efc	Enterococcus faecium Aus0004	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1155766	['CP003351', 'CP003352', 'CP003353', 'CP003354']	[]
T02788	efau	Enterococcus faecium Aus0085	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1305849	['CP006620', 'CP006621', 'CP006622', 'CP006623', 'CP006624', 'CP006625', 'CP006626']	[]
T02120	efu	Enterococcus faecium DO	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	333849	['CP003583', 'CP003584', 'CP003585', 'CP003586']	[]
T02454	efm	Enterococcus faecium ATCC 8459 = NRRL B-2354	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1158600	['CP004063', 'CP004064']	[]
T03257	eft	Enterococcus faecium T110	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1344042	['CP006030', 'CP006031']	[]
T02160	ehr	Enterococcus hirae	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	768486	['CP003504', 'HQ724512']	[]
T02623	ecas	Enterococcus casseliflavus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	565655	['CP004856']	[]
T02931	emu	Enterococcus mundtii	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1300150	['AP013036', 'AP013037', 'AP013038', 'AP013039', 'AP013040', 'AP013041']	[]
T04048	edu	Enterococcus durans	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	53345	['CP012384', 'CP012385', 'CP012386']	[]
T04148	ega	Enterococcus gallinarum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1353	['CP014067', 'CP014068']	[]
T04218	ess	Enterococcus silesiacus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	332949	['CP013614']	[]
T05312	eth	Enterococcus thailandicus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	417368	['CP023074']	[]
T05664	egv	Enterococcus gilvus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	160453	['CP030932', 'CP030933', 'CP030934', 'CP030935']	[]
T05982	eav	Enterococcus avium	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	33945	['CP034169', 'CP034168']	[]
T06615	esg	Enterococcus saigonensis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	1805431	['AP022822', 'AP022823', 'AP022824', 'AP022825']	[]
T07069	elac	Enterococcus lactis	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	357441	['CP065211']	[]
T07091	ecec	Enterococcus cecorum	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	44008	['LS483306']	[]
T07517	eraf	Enterococcus raffinosus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Enterococcus	71452	['CP072888', 'CP072889', 'CP072890']	[]
T01492	mps	Melissococcus plutonius ATCC 35311	Prokaryotes;Bacteria;Firmicutes - Bacilli;Melissococcus	940190	['AP012200', 'AP012201']	[]
T01763	mpx	Melissococcus plutonius DAT561	Prokaryotes;Bacteria;Firmicutes - Bacilli;Melissococcus	1090974	['AP012282', 'AP012283']	[]
T01640	thl	Tetragenococcus halophilus NBRC 12172	Prokaryotes;Bacteria;Firmicutes - Bacilli;Tetragenococcus	945021	['AP012046']	[]
T06306	tey	Tetragenococcus halophilus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Tetragenococcus	51669	['CP046246']	[]
T05711	too	Tetragenococcus osmophilus	Prokaryotes;Bacteria;Firmicutes - Bacilli;Tetragenococcus	526944	['CP027783', 'CP027784', 'CP027785']	[]
